Target,Train R2,Train RMSE,Test R2,Test RMSE,Mean,Std,Min,Max
CHL_POW_1,0.975868542865409,8.585713541566033,0.9705084497539924,2.9612339638376888,28.17977351251786,51.20971054749286,0.0,232.50299612000003
CHL_SW_TEMP_1,0.9974776829288077,0.1796892176312439,0.9819126425962368,0.11865569085098268,51.887254126985574,3.365813585077408,42.387794,54.530045
CT_SW_TEMP_1,0.9987885617462567,0.2838942665750488,0.9933307971426041,0.2540972355532584,62.18479055480649,7.794302916969948,52.81815699999999,85.54462
CHL_RWCD_TEMP_1,0.9983201521496787,0.28701555560359415,0.9837225564287062,0.24307439848180065,64.23078546873693,6.570892089328966,59.57299,86.21303
