Target,B2.1_Raw_RMS_Sensitivity,HI_v0_24h_Sensitivity,Delta
CT_SW_TEMP_1,4.5950935709265925,5.990796415059886,1.395702844133293
CHL_SW_TEMP_1,0.2570435717109674,0.1192757534029469,-0.13776781830802054
CHL_RWCD_TEMP_1,3.0859987552042827,2.8160961215802494,-0.26990263362403333
CHL_POW_1,0.1264908364658298,0.1201407019536525,-0.00635013451217728
